,source,reference,translation,metric
229,"Koncem března Trump řekl, že projekt budou zatím platit Spojené státy.","In late March, Trump said the project would be paid for by the United States so far.","At the end of March, Trump said that the United States would pay for the project.",-0.0229548942297697
230,"K takovému závěru ho přiměla výměna názorů na dohodu, podle které Austrálie poskytne azyl středoamerickým uprchlíkům výměnou za to, že Spojené státy přijmou osoby z internačních zařízení v tichomořských ostrovních státech.",Such a conclusion prompted him to exchange views on an agreement under which Australia would grant asylum to Central American refugees in exchange for the United States accepting people from internment facilities in the Pacific island states.,This was the outcome of an exchange of views on the agreement that will see Australia grant asylum to Central American refugees in exchange for the United States accepting persons from internment facilities in the Pacific Island states.,0.1099757850170135
231,Před ním to zkoušeli mnozí a vždy selhali.,"Before him, many tried and always failed.",Others have tried and failed.,-0.2494612485170364
232,U vchodových dveří se nacházejí skladovací prostory opatřené zrcadly k uskladnění příborů a sklenic.,At the front door there are storage areas fitted with mirrors to store cutlery and glasses.,"At the entrance, mirrored units provide storage for all Joanne's cutlery and glassware.",-0.704401433467865
233,Společnost Pearson oznámila plán na snížení nákladů o dalších 300 milionů liber (394 milionů dolarů) v květnu v rámci třetího programu ke snížení nákladů ve snaze vzkřísit klesající obchod v důsledku prudkého rozvoje digitálního vzdělávání.,Pearson announced a plan to cut costs by an additional 300 million pounds ($394 million) in May as part of a third cost-cutting programme in a bid to resurrect declining trade due to the sharp development of digital education.,Pearson announced a plan to cut costs by another 300 million pounds ($394-million U.S.) in May in a third cost-cutting programme to try to revive a business hit by the rapid move to digital learning.,0.2899115085601806
234,"Sociálně politickou atmosféru v oblasti, kterou nazývá domovem popsala jako „Nepořádek.“","The socially political atmosphere in the area she calls home described as ""Unorder.""","She describes the socio-political atmosphere of the area she calls home simply: ""A mess.""",0.2205884754657745
235,Podle generálního ředitele a předsedy představenstva VLM Michala Klímy se bodování výběrové komise jeví jako nevěrohodné a stoprocentní hodnocení projektu Mladé fronty u všech jejích členů jako mimořádně podezřelé.,"According to the CEO and chairman of the board of VLM Michal Keys, the scoring of the selection board appears to be an implausible and 100% assessment of the Young Front project by all its members as extremely suspicious.","According to Michal Klíma, CEO and Chairman of VLM, the selection committee's scores appear unjustified, and the 100% evaluation of Mladá fronta by all its members extremely suspicious.",0.5768154859542847
236,"Jak vysvětlila Folayanová v nedáném rozhovoru: „Slyšeli jsme, že hlasy lidí, kteří se narodí a vyrůstají ve Fergusonu, jsou velmi často opomíjeny a to jsme chtěli změnit.“","As Folayan explained in an undisclosed interview: ""We have heard that the voices of people who are born and raised in Ferguson are very often neglected, and we wanted to change that.""","As Folayan explained in a recent interview, ""We had heard that people who are born and raised in Ferguson were not having their voices centered, and we wanted to do it differently.""",0.5477965474128723
237,V lednu letošního roku jsem v článku S péčí řádného hospodáře? psal mj. i o táboře v Letech u Orlíku.,"In January of this year, I wrote in an article with the care of a proper housekeeper?","In January of this year I wrote about the camp at Lety, near Orlík in the article ""With the Care of a Decent Manager?""",0.2312504649162292
238,"Takový typ skepticismu pronikal do komunity prostřednictvím mnoha lidí, často bělochů, kteří chtěli vydělat na bolesti a rozhodnosti.","That type of skepticism seeped into the community through many people, often white people, who wanted to make a profit on pain and decisiveness.",That skepticism was informed by countless instances of people - often white - coming into a community to profit off its pain and resilience.,0.3321707248687744
239,Volit se nebude ani na generálním konzulátu v Doněcku.,There will be no vote at the Consulate General in Donetsk.,People will also not be able to vote at the Consulate General in Donetsk.,0.6614478230476379
240,"Eric Chaisse řekl: „Místo dlouhých a krásných květů rostou menší, nevyvinuté a často slabé rostlinky.","Eric Chaisse said: 'Instead of long and beautiful flowers, smaller, undeveloped and often weak plants grow.","Eric Chaisse said: ""Instead of having very long plant ears with a number of large flowers, we have smaller ones, underdeveloped and either missing or weakened.",-0.0988471359014511
241,"Jestliže nedokážeme věk určit s přesností, neměli bychom předstírat opak,“ uvedl pro noviny Metro.","If we cannot determine age with accuracy, we should not pretend otherwise, ""he stated for the Metro newspaper.","If we can't say it for sure we shouldn't pretend that we can,"" he told newspaper Metro.",-0.0841482728719711
242,Úřady se snaží Navalnému v kampani všemožně bránit.,The authorities are trying to defend Navalny in the campaign.,The authorities are trying to defend themselves against Naval any way they can.,-0.0296639911830425
243,"Facebook byl označován za jeden z hlavních zdrojů falešných zpráv a mnozí se domnívají, že tyto nepotvrzené zprávy ovlivnily loňskou volbu prezidenta Spojených států.","Facebook has been dubbed one of the main sources of fake news, and many believe these unconfirmed reports influenced last year's choice of president of the United States.","Facebook has been criticized as being one of the main distribution points for so-called fake news, which many think influenced the 2016 U.S. presidential election.",0.4126275479793548
244,Dlouho plánovaný let se obešel bez komplikací.,The long-planned flight went around without complications.,The long planned flight went without complications.,-0.1226158440113067
245,"Ticho přeruší řev mladého černocha, který je vytažen ze sedadla spolujezdce.",The silence breaks the roar of a young black man being pulled from the passenger seat.,Screams ripped through the silence as a young black man was dragged from the front passenger seat.,0.1463681608438491
246,"Pouze jsem upozornila na fakt, že můžeme být na letošní mistrovství pyšní, protože se koná na domácí půdě.",I merely drew attention to the fact that we can be proud of this year's championship because it is held on home soil.,I just drew on the fact that we're very lucky in this situation in that we've got a home World Championships.,0.1560487449169159
247,"„Největší chybou je žít v Mexiku a pracovat jako novinář,“ napsal Valdez v jedné ze svých mnoha knih o násilí, které se pojí s obchodem s drogami.","""The biggest mistake is living in Mexico and working as a journalist,"" Valdez wrote in one of his many books on violence linked to drug trafficking.","""The greatest error is to live in Mexico and to be a journalist,"" Valdez wrote in one of his many books on narco-violence.",0.4817565083503723
